flow_id,src_ip,dst_ip,src_port,dst_port,protocol,packet_count,fwd_bytes,bwd_bytes,app,sni,domain,pkt_min,pkt_max,pkt_avg,pkt_variance,pkt_stddev,tcp_retransmissions,tcp_out_of_order,tcp_rst_count,tcp_fin_count,tcp_conn_state,tcp_handshake_ok,threat,severity,evidence
21,"127.0.0.1","127.0.0.1",18457,443,"TCP",4,108,108,"Unknown","","",54,54,54.00,0.00,0.00,2,2,2,0,"CLOSED",0,"TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | UNKNOWN_TLS | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE","DANGER","NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | DST=127.0.0.1:443 | Packets=3 | No SNI | App=Unknown | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1"
22,"127.0.0.1","127.0.0.1",18457,445,"TCP",4,108,108,"Unknown","","",54,54,54.00,0.00,0.00,2,2,2,0,"CLOSED",0,"TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | UNKNOWN_TLS | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE","DANGER","NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | DST=127.0.0.1:443 | Packets=3 | No SNI | App=Unknown | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1"
23,"127.0.0.1","127.0.0.1",18457,53,"TCP",4,108,108,"Unknown","","",54,54,54.00,0.00,0.00,2,2,2,0,"CLOSED",0,"TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | UNKNOWN_TLS | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE","DANGER","NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | DST=127.0.0.1:443 | Packets=3 | No SNI | App=Unknown | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1"
24,"127.0.0.1","127.0.0.1",18457,5432,"TCP",4,108,108,"Unknown","","",54,54,54.00,0.00,0.00,2,2,2,0,"CLOSED",0,"TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | UNKNOWN_TLS | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE","DANGER","NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | DST=127.0.0.1:443 | Packets=3 | No SNI | App=Unknown | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1"
25,"127.0.0.1","127.0.0.1",18457,6379,"TCP",2,108,0,"Unknown","","",54,54,54.00,0.00,0.00,1,1,0,0,"INIT",0,"TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | UNKNOWN_TLS | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE","DANGER","NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | DST=127.0.0.1:443 | Packets=3 | No SNI | App=Unknown | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1"
26,"127.0.0.1","127.0.0.1",18457,80,"TCP",4,108,108,"Unknown","","",54,54,54.00,0.00,0.00,2,2,2,0,"CLOSED",0,"TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | UNKNOWN_TLS | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE","DANGER","NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | DST=127.0.0.1:443 | Packets=3 | No SNI | App=Unknown | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1"
27,"127.0.0.1","127.0.0.1",18457,8080,"TCP",4,108,108,"Unknown","","",54,54,54.00,0.00,0.00,2,2,2,0,"CLOSED",0,"TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | UNKNOWN_TLS | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE","DANGER","NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | DST=127.0.0.1:443 | Packets=3 | No SNI | App=Unknown | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1"
28,"127.0.0.1","127.0.0.1",18457,8443,"TCP",4,108,108,"Unknown","","",54,54,54.00,0.00,0.00,2,2,2,0,"CLOSED",0,"TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | UNKNOWN_TLS | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE","DANGER","NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | DST=127.0.0.1:443 | Packets=3 | No SNI | App=Unknown | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1"
29,"127.0.0.1","127.0.0.1",18457,9200,"TCP",4,108,108,"Unknown","","",54,54,54.00,0.00,0.00,2,2,2,0,"CLOSED",0,"TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | UNKNOWN_TLS | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE","DANGER","NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | DST=127.0.0.1:443 | Packets=3 | No SNI | App=Unknown | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1 | NULL packets=1 | SRC=127.0.0.1"
30,"127.0.0.1","127.0.0.1",57556,110,"TCP",4,108,108,"Unknown","","",54,54,54.00,0.00,0.00,2,2,2,2,"CLOSED",0,"TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | UNKNOWN_TLS | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE","DANGER","XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | DST=127.0.0.1:443 | Packets=3 | No SNI | App=Unknown | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO"
31,"127.0.0.1","127.0.0.1",57556,135,"TCP",4,108,108,"Unknown","","",54,54,54.00,0.00,0.00,2,2,2,2,"CLOSED",0,"TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | UNKNOWN_TLS | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE","DANGER","XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | DST=127.0.0.1:443 | Packets=3 | No SNI | App=Unknown | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO"
32,"127.0.0.1","127.0.0.1",57556,139,"TCP",4,108,108,"Unknown","","",54,54,54.00,0.00,0.00,2,2,2,2,"CLOSED",0,"TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | UNKNOWN_TLS | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE","DANGER","XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | DST=127.0.0.1:443 | Packets=3 | No SNI | App=Unknown | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO"
33,"127.0.0.1","127.0.0.1",57556,22,"TCP",4,108,108,"Unknown","","",54,54,54.00,0.00,0.00,2,2,2,2,"CLOSED",0,"TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | UNKNOWN_TLS | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE | TCP_FLAG_ABUSE","DANGER","XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | DST=127.0.0.1:443 | Packets=3 | No SNI | App=Unknown | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO | XMAS packets=1 | SRC=127.0.0.1 | FIN count=1 | SYN count=0 | Handshake completed: NO"
